,name,org,url,pub
798,Ilja Radusch,Fraunhofer Institute for Open Communication Systems FOKUS,https://dl.acm.org/profile/81321496890,Implementation of Cognitive Driver Models in Microscopic Traffic Simulations
799,Karl Hübner,Technical University of Berlin,https://dl.acm.org/profile/99658746676,Implementation of Cognitive Driver Models in Microscopic Traffic Simulations
800,Björn Schünemann,Technical University of Berlin,https://dl.acm.org/profile/81392602341,Implementation of Cognitive Driver Models in Microscopic Traffic Simulations
801,Patricia A. Carlson,Rose Hulman Institute Technology,https://dl.acm.org/profile/81100379063,Information technology and the emergence of a worker-centered organization
802,Jochen Meyer,Oldenburger Forschungs- Und Entwicklungsinstitut fur Informatik-Werkzeuge Und -Systeme,https://dl.acm.org/profile/81500657671,Research Challenges of Emerging Technologies Supporting Life-Long Health and Wellbeing
803,Parisa Eslambolchilar,Cardiff University,https://dl.acm.org/profile/81350582010,Research Challenges of Emerging Technologies Supporting Life-Long Health and Wellbeing
804,Thomas Monks,University of Exeter,https://dl.acm.org/profile/81485650081,Using simulation to help hospitals reduce emergency department waiting times: examples and impact
805,Rudabeh Meskarian,University of Southampton,https://dl.acm.org/profile/99658621359,Using simulation to help hospitals reduce emergency department waiting times: examples and impact
806,K. A. Hawick,University of Hull,https://dl.acm.org/profile/81100188223,Emergent Spatial Agent Segregation
807,C. J. Scogings,Massey University Auckland,https://dl.acm.org/profile/81100346631,Emergent Spatial Agent Segregation
808,K. Bretonnel Cohen,University of Colorado Anschutz Medical Campus,https://dl.acm.org/profile/81346487867,Corpus design for biomedical natural language processing
809,Philip V. Ogren,University of Colorado Boulder,https://dl.acm.org/profile/81324492267,Corpus design for biomedical natural language processing
810,Lawrence Hunter,University of Colorado School of Medicine,https://dl.acm.org/profile/81406593319,Corpus design for biomedical natural language processing
811,Jungsik Hwang,Okinawa Institute of Science and Technology Graduate University,https://dl.acm.org/profile/81501650472,A neurorobotics approach to investigating the emergence of communication in robots
812,Nadine Wirkuttis,Okinawa Institute of Science and Technology Graduate University,https://dl.acm.org/profile/99659491339,A neurorobotics approach to investigating the emergence of communication in robots
813,Jun Tani,Okinawa Institute of Science and Technology Graduate University,https://dl.acm.org/profile/81100242888,A neurorobotics approach to investigating the emergence of communication in robots
814,Michaelanne Dye,"University of Michigan, Ann Arbor",https://dl.acm.org/profile/81553689056,"Un Grano de Arena: Infrastructural Care, Social Media Platforms, and the Venezuelan Humanitarian Crisis"
815,Simon Robinson,Swansea University,https://dl.acm.org/profile/81371592031,Sustainabot - Exploring the Use of Everyday Foodstuffs as Output and Input for and with Emergent Users
816,Jennifer Pearson,Swansea University,https://dl.acm.org/profile/81384596881,Sustainabot - Exploring the Use of Everyday Foodstuffs as Output and Input for and with Emergent Users
817,Mark D. Holton,Swansea University,https://dl.acm.org/profile/99659365427,Sustainabot - Exploring the Use of Everyday Foodstuffs as Output and Input for and with Emergent Users
818,Shashank Ahire,"Indian Institute of Technology, Bombay",https://dl.acm.org/profile/99658659910,Sustainabot - Exploring the Use of Everyday Foodstuffs as Output and Input for and with Emergent Users
819,Matt Jones,Swansea University,https://dl.acm.org/profile/81328488881,Sustainabot - Exploring the Use of Everyday Foodstuffs as Output and Input for and with Emergent Users
820,Michael C. Wittmann,University of Maine,https://dl.acm.org/profile/81442611177,Using conceptual blending to describe emergent meaning in wave propagation
821,Shashank Ahire,Gottfried Wilhelm Leibniz University Hannover,https://dl.acm.org/profile/99660689870,Designing a Smart Speaker for Emergent Users: Human Plus AI Response
822,Kaushik Roy,Purdue University,https://dl.acm.org/profile/81100654574,In-memory computing in emerging memory technologies for machine learning: an overview
823,Indranil Chakraborty,Purdue University,https://dl.acm.org/profile/99659369412,In-memory computing in emerging memory technologies for machine learning: an overview
824,Amogh Agrawal,Purdue University,https://dl.acm.org/profile/99659368353,In-memory computing in emerging memory technologies for machine learning: an overview
825,Ryosuke Shibusawa,Waseda University,https://dl.acm.org/profile/99658664391,Emergence of Cooperation in Complex Agent Networks Based on Expectation of Cooperation: (Extended Abstract)
826,Tomoaki Otsuka,Waseda University,https://dl.acm.org/profile/87959161057,Emergence of Cooperation in Complex Agent Networks Based on Expectation of Cooperation: (Extended Abstract)
827,Toshiharu Sugawara,Waseda University,https://dl.acm.org/profile/81100212247,Emergence of Cooperation in Complex Agent Networks Based on Expectation of Cooperation: (Extended Abstract)
828,Roger G. Melko,Perimeter Institute for Theoretical Physics,https://dl.acm.org/profile/99659288045,Deep learning the ising model near criticality
829,Bartłomiej Dudek,University of Wroclaw,https://dl.acm.org/profile/99659277993,Universal protocols for information dissemination using emergent signals
830,Adrian Kosowski,INRIA Institut National de Recherche en Informatique et en Automatique,https://dl.acm.org/profile/81318494688,Universal protocols for information dissemination using emergent signals
831,Flor Álvarez,Technical University of Darmstadt,https://dl.acm.org/profile/99659314354,Conducting a Large-scale Field Test of a Smartphone-based Communication Network for Emergency Response
832,Lars Almon,Technical University of Darmstadt,https://dl.acm.org/profile/99659314945,Conducting a Large-scale Field Test of a Smartphone-based Communication Network for Emergency Response
833,Patrick Lieser,Technical University of Darmstadt,https://dl.acm.org/profile/99658733581,Conducting a Large-scale Field Test of a Smartphone-based Communication Network for Emergency Response
834,Tobias Meuser,Technical University of Darmstadt,https://dl.acm.org/profile/99659314824,Conducting a Large-scale Field Test of a Smartphone-based Communication Network for Emergency Response
835,Yannick Dylla,Technical University of Darmstadt,https://dl.acm.org/profile/99659314226,Conducting a Large-scale Field Test of a Smartphone-based Communication Network for Emergency Response
836,Björn Richerzhagen,Technical University of Darmstadt,https://dl.acm.org/profile/82858760057,Conducting a Large-scale Field Test of a Smartphone-based Communication Network for Emergency Response
837,Matthias Hollick,Technical University of Darmstadt,https://dl.acm.org/profile/81100325093,Conducting a Large-scale Field Test of a Smartphone-based Communication Network for Emergency Response
838,Ralf Steinmetz,Technical University of Darmstadt,https://dl.acm.org/profile/81100171846,Conducting a Large-scale Field Test of a Smartphone-based Communication Network for Emergency Response
839,Cinjon Resnick,New York University,https://dl.acm.org/profile/99659336902,"Capacity, Bandwidth, and Compositionality in Emergent Language Learning"
840,Abhinav Gupta,Montreal Institute for Learning Algorithms,https://dl.acm.org/profile/99659530143,"Capacity, Bandwidth, and Compositionality in Emergent Language Learning"
841,Jakob Foerster,University of Oxford,https://dl.acm.org/profile/99659218441,"Capacity, Bandwidth, and Compositionality in Emergent Language Learning"
842,Andrew M. Dai,Google LLC,https://dl.acm.org/profile/99659048763,"Capacity, Bandwidth, and Compositionality in Emergent Language Learning"
843,Kyunghyun Cho,University of Montreal,https://dl.acm.org/profile/81488664147,"Capacity, Bandwidth, and Compositionality in Emergent Language Learning"
844,Minoru Asada,Osaka University,https://dl.acm.org/profile/81100515894,Towards emergence of communication: a cognitive developmental robotics approach
845,Rui Li,The University of Edinburgh,https://dl.acm.org/profile/99659075614,Learning Driven Mobility Control of Airborne Base Stations in Emergency Networks
846,Chaoyun Zhang,The University of Edinburgh,https://dl.acm.org/profile/99659225879,Learning Driven Mobility Control of Airborne Base Stations in Emergency Networks
847,Paul Patras,The University of Edinburgh,https://dl.acm.org/profile/81456635505,Learning Driven Mobility Control of Airborne Base Stations in Emergency Networks
848,Razvan Stanica,Universite de Lyon,https://dl.acm.org/profile/81488671225,Learning Driven Mobility Control of Airborne Base Stations in Emergency Networks
849,Fabrice Valois,National Institute of Applied Sciences of Lyon,https://dl.acm.org/profile/81100131588,Learning Driven Mobility Control of Airborne Base Stations in Emergency Networks
850,Andres Arcia Moret,University of Cambridge,https://dl.acm.org/profile/99659047996,Open and regionalised spectrum repositories for emerging countries
851,Arjuna Sathiaseelan,University of Cambridge,https://dl.acm.org/profile/81316490754,Open and regionalised spectrum repositories for emerging countries
852,Marco Zenaro,Abdus Salam International Centre for Theoretical Physics,https://dl.acm.org/profile/84460081357,Open and regionalised spectrum repositories for emerging countries
853,Ermanno Pietrosemoli,Abdus Salam International Centre for Theoretical Physics,https://dl.acm.org/profile/81367599379,Open and regionalised spectrum repositories for emerging countries
854,Wei Guo,The George Washington University,https://dl.acm.org/profile/99659840964,Detecting Emergent Intersectional Biases: Contextualized Word Embeddings Contain a Distribution of Human-like Biases
855,Aylin Caliskan,University of Washington,https://dl.acm.org/profile/81508689525,Detecting Emergent Intersectional Biases: Contextualized Word Embeddings Contain a Distribution of Human-like Biases
856,Kevin Eliceiri,University of Wisconsin-Madison,https://dl.acm.org/profile/81443597313,Shedding Light: Integrating Bioimaging Technologies into the Design of an Interactive Museum Exhibit
857,Guneet Mehta,University of Wisconsin-Madison,https://dl.acm.org/profile/99659442373,Shedding Light: Integrating Bioimaging Technologies into the Design of an Interactive Museum Exhibit
858,Mu-Tien Chang,Samsung Group,https://dl.acm.org/profile/99659216621,Performance Impact of Emerging Memory Technologies on Big Data Applications: A Latency-Programmable System Emulation Approach
